Country or Area,Country or Area Code,Age Group,Indicator,Date - Year,Value - Mean age at childbearing (MAC),Series,DataType,Data Source Type,Survey Programme,Data Source Inventory ID,Data Source Name,Data Source Name (short),Data Source Start Year,Data Source End Year,Reference,Reference Year
Kyrgyzstan,417,[Total],MAC,2005.260009766,27.6195,"2012 DHS,Birth Histories (Extrapolated),DHS,5457-147-39167",Extrapolated from Truncated Birth Histories,Survey,DHS,5457,Kyrgyzstan 2012 Demographic and Health Survey,2012 DHS,2012,2012,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,2005.5,27.99221,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2005,2005,NSO website,
Kyrgyzstan,417,[Total],MAC,2007.5,28.00719,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2007,2007,NSO website,
Kyrgyzstan,417,[Total],MAC,2009.5,28.18497,Demoscope,Direct,Register,VR,583,Vital Registration,Register,2009,2009,NSO website,
Kyrgyzstan,417,[Total],MAC,2010.260009766,28.1,"2012 DHS,Direct,DHS,5457-16-39167",Direct,Survey,DHS,5457,Kyrgyzstan 2012 Demographic and Health Survey,2012 DHS,2012,2012,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,2011.260009766,28.17493,"2012 DHS,Direct,DHS,5457-16-39167",Direct,Survey,DHS,5457,Kyrgyzstan 2012 Demographic and Health Survey,2012 DHS,2012,2012,DHS Statcompiler,2012
Kyrgyzstan,417,[Total],MAC,2014.5,27.93204,"Register,Computed rate from DYB,DYB,583-135-39443",Computed rate from DYB,Register,VR,583,Vital Registration,Register,2014,2014,Demographic Yearbook,2015
Kyrgyzstan,417,[Total],MAC,2015.5,27.98161,"Register,Computed rate from DYB,DYB,583-135-40348",Computed rate from DYB,Register,VR,583,Vital Registration,Register,2015,2015,Demographic Yearbook,2016
Kyrgyzstan,417,[Total],MAC,2015.5,27.98161,"Register,Computed rate from DYB,DYB,583-135-40348",Computed rate from DYB,Register,VR,583,Vital Registration,Register,2015,2015,Demographic Yearbook,2016
Kyrgyzstan,417,[Total],MAC,2016.5,28.01074,"Register,Computed rate from DYB,DYB,583-135-40349",Computed rate from DYB,Register,VR,583,Vital Registration,Register,2016,2016,Demographic Yearbook,2017
Kyrgyzstan,417,[Total],MAC,2017.271232877,27.75949,"2018 MICS, Report",Birth histories,Survey,MICS,7582,Kyrgyzstan 2018 Multiple Indicator Cluster Survey,2018 MICS,2018,2018,"Kyrgyz Republic Multiple Indicator Survey 2018, Survey Findings Report",2019
Kyrgyzstan,417,[Total],MAC,2017.5,28.03606,"Register,Computed rate from DYB,DYB,583-135-41298",Computed rate from DYB,Register,VR,583,Vital Registration,Register,2017,2017,Demographic Yearbook,2018
Laos,418,[Total],MAC,1985,31.3316,"1986-1988 Survey,Recent births,Report",Recent births,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hartmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7. Table 2 p. 6",1996
Laos,418,[Total],MAC,1985,30.46969,"1986-1988 Survey,Relational Gompertz model,Report",Relational Gompertz model,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hatmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7",1996
Laos,418,[Total],MAC,1985.749023438,28.98598,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1986,29.98372,"1986-1988 Survey,Relational Gompertz model,Report",Relational Gompertz model,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hatmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7",1996
Laos,418,[Total],MAC,1986,31.0515,"1986-1988 Survey,Recent births,Report",Recent births,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hartmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7. Table 2 p. 6",1996
Laos,418,[Total],MAC,1986.749023438,29.25731,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1987,30.4286,"1986-1988 Survey,Relational Gompertz model,Report",Relational Gompertz model,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hatmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7",1996
Laos,418,[Total],MAC,1987,31.25459,"1986-1988 Survey,Recent births,Report",Recent births,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hartmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7. Table 2 p. 6",1996
Laos,418,[Total],MAC,1987.414835165,28.79205,"1994-1995 FBSS,Birth Histories data,Report",Birth histories,Survey,Survey,770,Lao People's Democratic Republic 1994-1995 Fertility and Birth Spacing Survey,1994-1995 FBSS,1994,1995,"Table 3.2 p. 27 in Report on the Fertility and Birth Spacing Survey in Lao PDR, UNFPA Project No. LAO/93/P02, Vientiane, Nov. 1995",1995
Laos,418,[Total],MAC,1987.749023438,29.41675,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1987.835616438,29.74716,"2000 RHS,Birth Histories data,Report",Birth histories,Survey,Survey,680,Lao People's Democratic Republic 2000 Reproductive Health Survey,2000 RHS,2000,2000,"Sisouphanthong, Bounthavy, Vixay Xaovana, Boonta Louangvixa and Thirakha Chanthalanouvong.  2001.  Lao Reproductive Health Survey 2000. National Statistical Centre:  Vientiane. Table 3.01 p.25.",2001
Laos,418,[Total],MAC,1988,30.83701,"1986-1988 Survey,Recent births,Report",Recent births,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hartmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7. Table 2 p. 6",1996
Laos,418,[Total],MAC,1988,30.11109,"1986-1988 Survey,Relational Gompertz model,Report",Relational Gompertz model,Panel,Multiround surv,4619,Lao People's Democratic Republic 1986-1988 Multi-round Survey,1986-1988 Survey,1986,1988,"Hatmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7",1996
Laos,418,[Total],MAC,1988.749023438,29.83229,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1989,28.95039,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1989.749023438,29.92439,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1990,29.1611,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1990.749023438,29.43356,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1991,29.20988,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1991.749023438,29.34254,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1991.828979492,29.34043,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1992,28.61065,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1992.414835165,29.6451,"1994-1995 FBSS,Birth Histories data,Report",Birth histories,Survey,Survey,770,Lao People's Democratic Republic 1994-1995 Fertility and Birth Spacing Survey,1994-1995 FBSS,1994,1995,"Table 3.2 p. 27 in Report on the Fertility and Birth Spacing Survey in Lao PDR, UNFPA Project No. LAO/93/P02, Vientiane, Nov. 1995",1995
Laos,418,[Total],MAC,1992.749023438,29.38033,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1992.828979492,29.08006,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1992.835616438,30.91752,"2000 RHS,Birth Histories data,Report",Birth histories,Survey,Survey,680,Lao People's Democratic Republic 2000 Reproductive Health Survey,2000 RHS,2000,2000,"Sisouphanthong, Bounthavy, Vixay Xaovana, Boonta Louangvixa and Thirakha Chanthalanouvong.  2001.  Lao Reproductive Health Survey 2000. National Statistical Centre:  Vientiane. Table 3.01 p.25.",2001
Laos,418,[Total],MAC,1993,30.33974,"1993 SIS,Recent births,Report",Recent births,Survey,Survey,23,Lao People's Democratic Republic 1993 Social Indicator Survey,1993 SIS,1993,1993,"Hartman, M. (1999). A note on estimating fertility from children ever born and births during the 12 months before the census or survey with special reference to Lao PDR. Statistics Sweden. International Consulting Office. May 1999.",1999
Laos,418,[Total],MAC,1993,29.57256,"1993 SIS,Relational Gompertz model,Report",Relational Gompertz model,Survey,Survey,23,Lao People's Democratic Republic 1993 Social Indicator Survey,1993 SIS,1993,1993,"Hartman, M. (1999). A note on estimating fertility from children ever born and births during the 12 months before the census or survey with special reference to Lao PDR. Statistics Sweden. International Consulting Office. May 1999.",1999
Laos,418,[Total],MAC,1993,29.09719,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1993.749023438,29.3838,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1993.828979492,29.05909,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1994,28.97019,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1994.749023438,29.20138,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1994.828979492,28.77873,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1995,28.98507,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1995,29.77292,"1995 Census,Arriaga-Mortara CEB method,Computed",Arriaga-Mortara CEB method,Census,Census,1636,Lao People's Democratic Republic 1995 Census,1995 Census,1995,1995,United Nations Population Division,2007
Laos,418,[Total],MAC,1995,28.93303,"1995 Census,Adjusted ASFR using Brass P/F ratio,Report",P/F Ratio method (Brass),Census,Census,1636,Lao People's Democratic Republic 1995 Census,1995 Census,1995,1995,"Hartmann, M. (1996). Analysis of Fertility, Mortality and Population growth in Lao PDR. Report from a mission to NSC, Vientiane, Lao PDR. Nov. 1-30, 1996. Statistics Sweden International Consulting Office. LaoStat 1996:7. Table 2 p. 6",1996
Laos,418,[Total],MAC,1995.749023438,29.31087,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1995.828979492,29.36271,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1996,29.19707,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1996.749023438,29.19973,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1996.828979492,28.74251,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1997,28.98424,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1997.749023438,29.11526,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1997.828979492,28.66644,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1997.835616438,29.63115,"2000 RHS,Birth Histories data,Report",Birth histories,Survey,Survey,680,Lao People's Democratic Republic 2000 Reproductive Health Survey,2000 RHS,2000,2000,"Sisouphanthong, Bounthavy, Vixay Xaovana, Boonta Louangvixa and Thirakha Chanthalanouvong.  2001.  Lao Reproductive Health Survey 2000. National Statistical Centre:  Vientiane. Table 3.01 p.25.",2001
Laos,418,[Total],MAC,1998,28.16425,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1998.749023438,28.871,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1998.828979492,28.99748,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,1999,28.60738,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,1999.749023438,29.30273,"2000 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,4440,Lao People's Democratic Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,2000,2000,United Nations Population Division,2013
Laos,418,[Total],MAC,1999.828979492,28.30259,"2006 MICS,Own-children estimate,Computed",Own-children method,Survey,MICS,2415,Lao People's Democratic Republic 2006 Multiple Indicator Cluster Survey,2006 MICS,2006,2006,United Nations Population Division,2013
Laos,418,[Total],MAC,2000,28.18174,"2003 WHS,Own-children estimate,Computed",Own-children method,Survey,WHS,1976,Lao People's Democratic Republic 2003 World Health Survey,2003 WHS,2003,2003,United Nations Population Division,2013
Laos,418,[Total],MAC,2000.335616438,29.31352,"2000 RHS,Birth Histories data,Report",Birth histories,Survey,Survey,680,Lao People's Democratic Republic 2000 Reproductive Health Survey,2000 RHS,2000,2000,"Sisouphanthong, Bounthavy, Vixay Xaovana, Boonta Louangvixa and Thirakha Chanthalanouvong.  2001.  Lao Reproductive Health Survey 2000. National Statistical Centre:  Vientiane. Table 3.01 p.25.",2001
Laos,418,[Total],MAC,2000.335616438,28.21103,"2000 RHS,Relational Gompertz model,Computed",Relational Gompertz model,Survey,Survey,680,Lao People's Democratic Republic 2000 Reproductive Health Survey,2000 RHS,2000,2000,United Nations Population Division,2010
